,Sample,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,stdE (GPa),stdH (GPa),CI,IQ,XRD
compo_348,grad20-NbTi mesure 7,0.0,21.84,0.0,31.86,46.3,0.0,34.03,0.0,25.6,40.37,160.11324708626051,11.850907342570443,2.6684023018446887,0.14571673166334737,0.0147478,35343.68,0
compo_349,grad20-NbTi mesure 8,0.0,23.75,0.0,34.27,41.98,0.0,36.59,0.0,27.22,36.19,147.3051572108388,11.52325825892976,,,0.0147478,35343.68,0
compo_350,grad20-NbTi mesure 9,0.0,25.53,0.0,37.12,37.35,0.0,38.94,0.0,29.18,31.88,146.77709991119292,11.171225394786457,2.220117701813896,0.2800278575996453,0.0147478,35343.68,0
compo_351,grad20-NbTi mesure 10,0.0,27.23,0.0,39.41,33.36,0.0,41.12,0.0,30.69,28.19,147.58645723351503,11.26755512425139,2.517375429174232,0.08694175606038987,0.0147478,35343.68,0
compo_352,grad21-Cr mesure 1,0.0,3.39,3.91,0.0,92.7,0.0,5.72,6.81,0.0,87.47,271.8244016797514,10.03893700434222,3.5936649921886623,0.9238923762241946,0.3047236,66786.03,1.0
compo_353,grad21-Cr mesure 2,0.0,4.09,4.74,0.0,91.17,0.0,6.81,8.16,0.0,85.02,266.4925554031832,11.582634562664683,13.72464773752346,0.5118382306601967,0.1713617,53173.41,1.0
compo_354,grad21-Cr mesure 3,0.0,4.76,5.52,0.0,89.72,0.0,7.85,9.39,0.0,82.77,268.44523286037384,12.767823729296051,7.041549493737615,0.595084284383112,0.1297229,48207.25,1.0
compo_355,grad21-Cr mesure 4,0.0,5.56,6.51,0.0,87.93,0.0,9.04,10.93,0.0,80.03,265.2771306021839,13.437579593447074,8.169419597940868,0.46451996085218894,0.09857704,45893.05,1.0
compo_356,grad21-Cr mesure 5,0.0,6.45,7.59,0.0,85.96,0.0,10.34,12.56,0.0,77.1,269.1429566067074,14.546752844968555,1.65609758316475,0.42589795085673277,0.0640191,43392.66,1.0
compo_357,grad21-Cr mesure 6,0.0,7.58,8.98,0.0,83.45,0.0,11.92,14.59,0.0,73.49,267.6052708748674,15.329854811213755,12.109372904614089,0.46092656570777846,0.04981661,41337.02,1.0
compo_358,grad21-Cr mesure 7,0.0,8.79,10.42,0.0,80.79,0.0,13.57,16.61,0.0,69.82,266.9641215317846,15.967794821040872,9.58004163760547,1.0629716801811784,0.03921456,40205.76,1.0
compo_359,grad21-Cr mesure 8,0.0,10.05,12.14,0.0,77.8,0.0,15.2,18.96,0.0,65.84,266.60138546066514,16.380377985242117,6.995216673184382,0.6617622836931827,0.03876128,40017.75,1.0
compo_360,grad21-Cr mesure 9,0.0,11.66,14.06,0.0,74.27,0.0,17.21,21.44,0.0,61.35,263.4982841023,16.898151320515016,6.4036347452642515,0.43959491313581495,0.03607409,39527.28,1.0
compo_361,grad21-Cr mesure 10,0.0,13.48,16.52,0.0,70.0,0.0,19.34,24.47,0.0,56.2,265.06263363351894,18.201891043724466,4.802215536152203,0.8281396609391074,0.02739119,38830.67,1.0
compo_362,grad21-Cr mesure 11,0.0,15.53,19.23,0.0,65.23,0.0,21.6,27.62,0.0,50.77,259.2768828477723,17.624301472671295,3.60953864446471,0.5236880533850423,0.02851627,38387.9,1.0
compo_363,grad21-Cr mesure 12,0.0,17.68,22.09,0.0,60.23,0.0,23.83,30.74,0.0,45.43,265.71999005268736,19.076364683838374,8.047102389719166,0.4586034283095018,0.02807651,38322.79,1.0
compo_364,grad21-NbMo mesure 1,0.0,19.15,24.0,0.0,56.86,0.0,25.28,32.71,0.0,42.01,251.91742094843403,18.22258816459777,1.6431765127559912,0.44521928707123815,0.03084221,39806.13,1.0
compo_365,grad21-NbMo mesure 2,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,261.71093107742377,18.94453422953948,7.599617131341959,0.5972091788842637,0.0534876,41439.17,1.0
compo_366,grad21-NbMo mesure 3,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,265.5431228965373,17.37152779707804,18.98783092831351,0.14149097684711026,0.14878989999999997,46472.68,1.0
compo_367,grad21-NbMo mesure 4,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,251.75912017872307,15.958937581918956,10.443065296361151,1.3500899178685872,0.3132999,56528.87,1.0
compo_368,grad21-NbMo mesure 5,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,262.0143435394976,15.631283876676395,13.563609578007444,1.3606257428576192,0.3493746,57947.99,1.0
compo_369,grad21-NbMo mesure 6,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,263.123102675257,16.163282757047348,10.219242526296917,1.1440079763300555,0.1768033,47624.8,1.0
compo_370,grad21-NbMo mesure 7,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,264.9696206577179,17.38031970960236,9.533398357403225,0.31699242502511277,0.07146795,41523.14,1.0
compo_371,grad21-NbMo mesure 8,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,266.69363798489627,17.438077561688708,9.209718980530603,0.5928204581126713,0.0430014,39469.7,1.0
compo_372,grad21-NbMo mesure 9,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,241.40017770392123,16.53078254371946,8.318077113509517,0.5048565230466192,0.03019878,38573.63,1.0
compo_373,grad21-NbMo mesure 10,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,244.74289707703247,16.54811717211573,6.142692863468207,0.6501358953131583,0.02549126,38178.94,1.0
compo_374,grad21-NbMo mesure 11,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,246.59883477969433,16.027449880690728,9.066381342664954,0.34437553219512734,0.0262838,38118.67,1.0
compo_375,grad21-NbMo mesure 12,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,238.5349677580321,16.00058958433074,7.686150763502461,0.37678823653641186,0.02909374,38350.82,1.0
compo_376,grad22-Cr mesure 1,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,241.8614525173688,13.261051663132918,7.3450799259122075,0.5752229081371472,0.0235616,39784.42,1.0
compo_377,grad22-Cr mesure 2,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,236.33506779473245,12.582617893513362,20.69868202490089,1.364653364757683,0.02378059,39410.93,1.0
compo_378,grad22-Cr mesure 3,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,232.09511889102123,13.207224627404262,8.066023485197785,0.3978347628672904,0.02053592,39077.6,1.0
compo_379,grad22-Cr mesure 4,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,226.95527440891587,14.538026247582412,2.686017029484821,0.2848948209449511,0.02028444,39188.45,1.0
compo_380,grad22-Cr mesure 5,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,225.6614301666804,15.041902819173256,5.889364547140364,0.18110576523703348,0.01971969,38783.55,0.0
compo_381,grad22-Cr mesure 6,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,221.94823646121117,14.90051709115242,5.484914866681145,0.24305277879250828,0.01861628,39218.88,0.0
compo_382,grad22-Cr mesure 7,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,214.32426221120903,15.418227443376798,3.224252681169975,0.4638207534073704,0.01966219,35921.08,0.0
compo_383,grad22-Cr mesure 8,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,173.4782111746376,12.61343686773712,6.103214881628314,0.08725124158027234,0.02055995,35953.21,1.0
compo_384,grad22-Cr mesure 9,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.53082877080925,12.816023997940027,2.343979367412382,0.1217539896170047,0.08853885,39790.78,1.0
compo_385,grad22-Cr mesure 10,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,159.73095600081345,12.817367813031648,3.4741890738148067,0.04091116256655737,0.02582014,35343.68,1.0
compo_386,grad22-NbTiZrMo mesure 1,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,158.9873394723079,12.787376934099443,3.143392439145404,0.1368451598528226,0.0147478,35343.68,0
compo_387,grad22-NbTiZrMo mesure 2,7.87,8.85,10.22,12.64,60.42,11.46,13.11,15.64,9.66,50.13,157.13713200300202,12.744107630570094,2.1671082319227364,0.10062757450295717,0.0147478,35343.68,0
compo_388,grad22-NbTiZrMo mesure 3,8.62,9.79,11.24,13.77,56.58,12.33,14.27,16.91,10.35,46.15,158.84525528522275,12.620264552205251,3.2978241795030225,0.014921979009500423,0.0147478,35343.68,0
compo_389,grad22-NbTiZrMo mesure 4,9.2,10.62,12.15,15.21,52.83,12.98,15.25,18.02,11.27,42.48,155.72991176479724,12.505036768521437,0.9932446793838665,0.20415751798040435,0.0147478,35343.68,0
compo_390,grad22-NbTiZrMo mesure 5,10.02,11.6,13.52,15.91,48.94,13.85,16.34,19.67,11.56,38.58,149.42017318323434,12.46010971633613,2.0555171617785204,0.16924618805420985,0.0147478,35343.68,0
compo_391,grad22-NbTiZrMo mesure 6,10.52,12.62,14.63,16.67,45.55,14.32,17.5,20.94,11.91,35.34,151.2864027886759,12.084917630247318,1.0968039719046248,0.029638655910730807,0.0147478,35343.68,0
compo_392,grad22-NbTiZrMo mesure 7,11.22,13.56,15.88,17.87,41.46,15.02,18.48,22.34,12.56,31.61,148.85036582847812,11.885681941822035,2.0448400007595846,0.17723234452495912,0.0147478,35343.68,0
compo_393,grad22-NbTiZrMo mesure 8,11.9,14.73,17.11,18.71,37.56,15.63,19.71,23.64,12.9,28.12,141.81741444162,11.645488188092163,1.6847902212739867,0.028120281251472024,0.0147478,35343.68,0
compo_394,grad22-NbTiZrMo mesure 9,12.66,15.46,18.2,19.57,34.1,16.38,20.38,24.78,13.3,25.16,135.89863089406498,11.305909518511783,3.544199586430664,0.0714761452595459,0.0147478,35343.68,0
compo_395,grad22-NbTiZrMo mesure 10,13.38,16.7,19.42,20.51,29.99,17.0,21.62,25.96,13.69,21.73,130.29516013088517,11.218668397964263,2.3534188932621563,0.1496140103025962,0.0147478,35343.68,0
compo_396,grad23-Mo mesure 1,4.9,5.16,89.93,0.0,0.0,4.68,5.02,90.3,0.0,0.0,310.54390387316323,10.204755018530047,9.868141577082234,0.3566350938066818,0.46147380000000005,66963.56,1.0
compo_397,grad23-Mo mesure 2,5.49,5.98,88.53,0.0,0.0,5.24,5.82,88.93,0.0,0.0,296.645631997644,10.133567817386773,10.086911514020786,0.645283758795765,0.5649896,74006.25,1.0
compo_398,grad23-Mo mesure 3,6.15,6.78,87.07,0.0,0.0,5.88,6.59,87.52,0.0,0.0,291.29349530452265,10.362266637031835,11.920137020121214,0.010292686913892561,0.5645266,73128.8,1.0
compo_399,grad23-Mo mesure 4,6.71,8.06,85.23,0.0,0.0,6.42,7.85,85.73,0.0,0.0,296.93588858285335,10.768860236807134,15.891577274893244,0.46922714170236474,0.42697109999999994,63601.48,1.0
compo_400,grad23-Mo mesure 5,7.57,9.27,83.16,0.0,0.0,7.25,9.03,83.72,0.0,0.0,289.7864298883128,10.935572571446484,13.774883065565335,0.38033092560263254,0.5419480999999999,70957.41,1.0
compo_401,grad23-Mo mesure 6,8.26,10.42,81.32,0.0,0.0,7.91,10.16,81.93,0.0,0.0,293.09913618764904,12.520721451902297,60.25365267681304,1.0071576925169534,0.4710934,64109.49,1.0
compo_402,grad23-Mo mesure 7,9.24,11.83,78.93,0.0,0.0,8.86,11.55,79.59,0.0,0.0,290.2234992800297,12.071926354944754,13.255698851591024,1.062265325560549,0.3266844,59545.09,1.0
compo_403,grad23-Mo mesure 8,10.02,13.56,76.42,0.0,0.0,9.62,13.26,77.13,0.0,0.0,279.4111503996412,11.47866136189948,18.728325188505885,1.3112277405257733,0.43135329999999994,60478.46,1.0
compo_404,grad23-Mo mesure 9,11.42,14.95,73.63,0.0,0.0,10.97,14.63,74.4,0.0,0.0,268.673590166543,12.222799823546318,14.262080877508817,0.27414309011492105,0.3949426,58081.49,1.0
compo_405,grad23-Mo mesure 10,12.05,17.11,70.84,0.0,0.0,11.59,16.75,71.66,0.0,0.0,270.14223068271747,12.50956578271689,15.395170367119292,0.7316068091020128,0.23756420000000003,48838.61,1.0
compo_406,grad23-Mo mesure 11,13.62,18.66,67.72,0.0,0.0,13.11,18.3,68.58,0.0,0.0,250.1099140571902,12.233240713694176,17.922754013766536,0.9074546002970647,0.1300248,43373.66,1.0
compo_407,grad23-NbZr mesure 1,15.31,20.74,63.95,0.0,0.0,14.76,20.37,64.86,0.0,0.0,244.61165695718609,13.318812574561125,5.233476025653581,0.5618767979290431,0.18971500000000002,45915.44,1.0
compo_408,grad23-NbZr mesure 2,16.57,22.78,60.65,0.0,0.0,16.0,22.41,61.59,0.0,0.0,232.61707513817208,12.959197740545221,7.2056261066439875,0.6735976382955543,0.1412614,43403.86,1.0
compo_409,grad23-NbZr mesure 3,18.09,24.98,56.93,0.0,0.0,17.49,24.61,57.9,0.0,0.0,230.95289431074207,12.947328702095714,8.657323844390588,0.7334383410348948,0.1239337,42140.93,1.0
compo_410,grad23-NbZr mesure 4,19.35,27.23,53.42,0.0,0.0,18.74,26.86,54.41,0.0,0.0,215.43291932630297,12.640548093278223,7.268293280567443,0.708340089678441,0.09029784,40249.53,1.0
compo_411,grad23-NbZr mesure 5,20.84,29.74,49.43,0.0,0.0,20.21,29.37,50.42,0.0,0.0,205.0511792672356,12.19328891478885,4.029409574009969,0.24813155566953773,0.05301514,38451.67,1.0
compo_412,grad23-NbZr mesure 6,22.38,32.76,44.86,0.0,0.0,21.74,32.42,45.84,0.0,0.0,191.67404727983262,11.709018070570437,3.9797058726123793,0.6174267133636743,0.03557713,37567.97,1.0
compo_413,grad23-NbZr mesure 7,23.83,35.31,40.86,0.0,0.0,23.19,34.99,41.82,0.0,0.0,187.264274259641,11.50819204339415,9.813971548210658,0.563674517121317,0.02885578,37045.78,1.0
compo_414,grad23-NbZr mesure 8,25.68,38.25,36.07,0.0,0.0,25.04,37.98,36.98,0.0,0.0,178.6524807894022,11.281791174917586,5.035873722961163,0.013960823930722078,0.028575,37022.86,1.0
compo_415,grad23-NbZr mesure 9,27.62,41.59,30.79,0.0,0.0,26.98,41.38,31.64,0.0,0.0,174.3620175624365,10.985640902133772,4.151248930014058,0.3163648176874046,0.0147478,35343.68,0
compo_416,grad23-NbZr mesure 10,29.15,44.77,26.09,0.0,0.0,28.52,44.62,26.85,0.0,0.0,160.9932404999858,10.584903586347814,3.9227734706352426,0.6288774926664189,0.04224365,38688.02,1.0
compo_417,grad23-NbZr mesure 11,30.92,46.88,22.2,0.0,0.0,30.31,46.8,22.89,0.0,0.0,155.8458349291776,10.176316653125777,10.039543807796859,0.9153117130110687,0.03868719,37901.26,1.0
compo_418,grad23-NbZr mesure 12,32.32,48.99,18.68,0.0,0.0,31.73,48.98,19.29,0.0,0.0,145.58838930605944,9.602590478383235,6.590686994590093,0.5988432157529199,0.06890129,39243.22,1.0
compo_419,grad24-Mo mesure 1,0.0,0.0,92.07,2.36,5.57,0.0,0.0,95.64,1.22,3.14,322.70526288842876,11.166098540095831,9.912039012645847,0.010831513040923925,0.4402549,80358.75,1.0
compo_420,grad24-Mo mesure 2,0.0,0.0,92.01,1.63,6.36,0.0,0.0,95.57,0.85,3.58,327.0455525644482,10.420532396012225,6.113937468796963,0.0555777542148881,0.9287644,131578.2,1.0
compo_421,grad24-Mo mesure 3,0.0,0.0,88.66,2.98,8.36,0.0,0.0,93.64,1.57,4.79,347.95303044383945,10.72437105954417,6.349917159197709,0.05055787619977539,0.9018469000000001,128384.6,1.0
compo_422,grad24-Mo mesure 4,0.0,0.0,87.56,2.95,9.48,0.0,0.0,92.98,1.56,5.46,330.5275745589762,11.15358098867029,5.801146343432451,0.09684207845484831,0.9289069999999999,133849.4,1.0
compo_423,grad24-Mo mesure 5,0.0,0.0,85.71,3.63,10.67,0.0,0.0,91.86,1.94,6.2,338.9944851415639,11.523580661464953,11.122962948454575,0.14664870570121916,0.9245736999999999,131654.1,1.0
compo_424,grad24-Mo mesure 6,0.0,0.0,84.15,3.89,11.96,0.0,0.0,90.9,2.1,7.0,329.9929614358326,11.711601504755293,18.333804312099872,0.45788720439988007,0.9236529,131671.8,1.0
compo_425,grad24-Mo mesure 7,0.0,0.0,82.3,4.38,13.32,0.0,0.0,89.74,2.38,7.87,329.7188390250847,11.914198146360286,9.327774160005376,0.2975858085634608,0.9178982,130715.9,1.0
compo_426,grad24-Mo mesure 8,0.0,0.0,80.52,4.86,14.62,0.0,0.0,88.61,2.67,8.72,335.2462462360778,12.76219204400201,3.6265366355473754,0.38969073578028324,0.9283011999999998,128235.0,1.0
compo_427,grad24-Mo mesure 9,0.0,0.0,78.45,5.58,15.98,0.0,0.0,87.27,3.1,9.63,331.21490541656306,12.852586921034936,16.276469331946952,0.4620666056334394,0.9268584000000001,121408.7,1.0
compo_428,grad24-Mo mesure 10,0.0,0.0,71.05,10.25,18.7,0.0,0.0,82.33,5.93,11.74,302.1225667086634,12.312135975305855,9.868758605752364,0.5490638526497278,0.3332213,61911.94,1.0
compo_429,grad24-Mo mesure 11,0.0,0.0,69.11,11.35,19.54,0.0,0.0,80.96,6.64,12.41,313.19650910736806,13.165722368183712,17.679485310194174,1.648683132616216,0.3170563,60759.65,1.0
compo_430,grad24-TiCr mesure 1,0.0,0.0,67.24,12.35,20.4,0.0,0.0,79.61,7.3,13.09,314.06115010047847,13.474634589214656,7.5492832613744785,0.6613034218721608,0.2507482,55797.58,1.0
compo_431,grad24-TiCr mesure 2,0.0,0.0,65.33,13.4,21.27,0.0,0.0,78.2,8.01,13.8,303.8936452536847,13.14570247949111,24.76904334776021,0.4951828832862095,0.2123757,53118.91,1.0
compo_432,grad24-TiCr mesure 3,0.0,0.0,62.87,15.09,22.04,0.0,0.0,76.35,9.15,14.51,303.9207491282865,13.972336522672753,17.678625552532065,0.9238291752564044,0.2147933,52689.61,1.0
compo_433,grad24-TiCr mesure 4,0.0,0.0,61.54,15.88,22.58,0.0,0.0,75.32,9.7,14.98,317.4019843986816,14.281206623900541,8.074623239979255,0.3875885412053731,0.17100910000000002,48828.97,1.0
compo_434,grad24-TiCr mesure 5,0.0,0.0,59.95,16.82,23.24,0.0,0.0,74.07,10.37,15.56,310.9002397919673,14.841392750361413,12.25528062699385,0.67321591610978,0.1334712,46161.77,1.0
compo_435,grad24-TiCr mesure 6,0.0,0.0,57.92,17.64,24.43,0.0,0.0,72.43,11.01,16.56,303.283842587787,14.663691313906227,9.176680597283967,0.6892213471268482,0.16295020000000002,47772.41,1.0
compo_436,grad24-TiCr mesure 7,0.0,0.0,52.66,19.48,27.86,0.0,0.0,67.96,12.55,19.49,296.31780264665866,14.240871779544511,7.555945767749892,0.37249151041246004,0.17569200000000001,49279.01,1.0
compo_437,grad24-TiCr mesure 8,0.0,0.0,46.55,21.73,31.72,0.0,0.0,62.41,14.54,23.05,295.9459654960202,14.33439011199608,12.190956030741294,0.48952378484370174,0.16301729999999998,48249.78,1.0
compo_438,grad24-TiCr mesure 9,0.0,0.0,40.03,23.66,36.31,0.0,0.0,55.97,16.51,27.52,285.1815667924905,14.579836985247827,110.44055142078334,1.3683670178008878,0.1589033,48021.42,1.0
compo_439,grad24-TiCr mesure 10,0.0,0.0,31.5,25.42,43.08,0.0,0.0,46.63,18.79,34.57,269.88388053355817,13.837210458511802,7.121137313291841,0.3429491686144597,0.119968,47208.23,1.0
compo_440,grad24-TiCr mesure 11,0.0,0.0,24.97,26.51,48.52,0.0,0.0,38.71,20.52,40.77,261.8014377277673,13.717015826405413,18.246322989984822,1.326958830726836,0.06224399,43015.57,1.0
compo_441,grad25-Mo mesure 1,2.01,2.72,92.57,0.62,2.08,1.94,2.68,93.93,0.31,1.15,336.0629093333009,9.992257414497553,9.097703832098391,0.1338377556356235,0.9286646000000001,130766.3,1.0
compo_442,grad25-Mo mesure 2,2.01,3.25,91.35,0.87,2.52,1.95,3.21,93.01,0.44,1.39,326.3850486942294,10.405395007074222,9.033445159142284,0.05372923921215234,0.9280223,131976.5,1.0
compo_443,grad25-Mo mesure 3,2.22,3.73,90.15,0.8,3.1,2.16,3.68,92.04,0.41,1.72,326.4270059465172,10.526517152938897,6.644815241311952,0.21535194763407808,0.9261963,133075.7,1.0
compo_444,grad25-Mo mesure 4,2.34,4.39,88.29,1.34,3.63,2.29,4.36,90.64,0.69,2.02,309.6214825739462,10.716898505543687,14.951474372813184,0.4010298596546188,0.9286834999999999,135304.0,1.0
compo_445,grad25-Mo mesure 5,2.78,4.94,86.28,1.55,4.44,2.73,4.94,89.04,0.8,2.49,295.2052828865115,10.68434140825764,12.004691773661007,0.5354252958024955,0.9284264999999999,135296.0,1.0
compo_446,grad25-Mo mesure 6,2.88,5.73,83.88,1.91,5.6,2.85,5.77,87.23,0.99,3.16,285.1172365578732,11.154416916419752,10.112019370888286,0.6533919598759824,0.9286624,134251.1,1.0
compo_447,grad25-Mo mesure 7,3.28,6.51,81.37,2.38,6.45,3.27,6.6,85.22,1.25,3.66,267.5158035994067,11.544327712080957,4.0913467083545925,0.15263097386860128,0.9172466,126834.9,1.0
compo_448,grad25-Mo mesure 8,3.78,7.58,77.99,2.92,7.73,3.8,7.76,82.47,1.54,4.43,257.64219638968495,12.003225686875846,13.152906997742537,1.3548548378725354,0.915271,109077.2,1.0
compo_449,grad25-Mo mesure 9,3.92,8.42,76.02,2.84,8.8,3.96,8.67,80.79,1.5,5.07,248.38243419771044,12.560573699574007,7.83554772649985,0.29789584688141063,0.9260280000000001,125124.6,1.0
compo_450,grad25-Mo mesure 10,4.39,9.52,72.5,3.42,10.16,4.48,9.9,77.87,1.84,5.91,238.72344744216952,13.01013404337408,1.807001462660428,0.1668570752046154,0.9273981,122707.8,1.0
compo_451,grad25-Mo mesure 11,4.94,10.66,69.03,3.57,11.81,5.09,11.19,74.85,1.93,6.94,222.89871928473877,13.568595829444627,1.338873119059521,0.05132925804345626,0.9253429,119420.9,1.0
compo_452,grad25-Mo mesure 12,6.19,11.78,64.53,5.51,11.99,6.46,12.53,70.86,3.02,7.14,210.7034789197286,14.5866626164247,12.050010610738775,1.520358629374631,0.34990340000000003,56427.76,1.0
compo_453,grad25-NbTiZrCr mesure 1,6.13,12.69,61.68,4.76,14.73,6.47,13.63,68.41,2.64,8.85,269.14365955325894,16.285283320028622,8.7984879775418,0.191640077186332,0.3231407,64444.01,1.0
compo_454,grad25-NbTiZrCr mesure 2,7.3,13.94,56.53,7.12,15.11,7.82,15.22,63.72,4.01,9.23,245.2197754341304,15.154788206376974,8.78893721388984,0.7876063930054775,0.11954089999999999,65479.79,1.0
compo_455,grad25-NbTiZrCr mesure 3,8.22,14.87,52.04,8.68,16.19,8.94,16.48,59.57,4.96,10.04,226.44287602325917,14.591444972486268,8.113795483564418,0.9581917656026508,0.11280989999999999,64952.8,1.0
compo_456,grad25-NbTiZrCr mesure 4,8.8,16.06,47.47,9.89,17.77,9.74,18.09,55.22,5.75,11.2,204.35249688368302,13.929327858866623,2.213527664580732,0.5411122882781387,0.1002876,64632.4,1.0
compo_457,grad25-NbTiZrCr mesure 5,9.07,17.0,42.19,11.18,20.56,10.26,19.6,50.23,6.64,13.26,188.78304481234372,13.810581652388532,3.286728182628966,0.6209655427974996,0.09248769,63656.37,1.0
compo_458,grad25-NbTiZrCr mesure 6,8.54,17.73,37.8,11.23,24.71,9.89,20.92,46.05,6.83,16.31,178.16034796077633,14.462479309807705,3.477838659499515,0.06838267740960288,0.156223,67967.46,1.0
compo_459,grad25-NbTiZrCr mesure 7,8.96,18.45,32.65,13.4,26.55,10.63,22.3,40.75,8.35,17.96,166.7154883913146,13.507723930861122,3.8196723161551454,0.5441294628759451,0.09786812,63511.72,1.0
compo_460,grad25-NbTiZrCr mesure 8,10.38,19.72,28.67,15.63,25.59,12.44,24.08,36.14,9.84,17.49,155.77732095385872,13.297511092526985,17.818891199130427,2.138684358600615,0.07968588,56373.21,1.0
compo_461,grad25-NbTiZrCr mesure 9,10.22,20.31,24.11,14.92,30.44,12.55,25.4,31.13,9.62,21.31,125.74444711159441,11.258460546952898,4.842339329267528,0.26711044621197627,0.0452491,57112.07,1.0
compo_462,grad25-NbTiZrCr mesure 10,10.57,21.21,20.66,16.09,31.48,13.16,26.9,27.07,10.52,22.35,116.98826887515324,11.046099814801911,2.1555162261968674,0.012721934885881882,0.03598078,54424.76,1.0
compo_463,grad25-NbTiZrCr mesure 11,11.11,22.05,17.05,17.24,32.56,14.04,28.38,22.67,11.44,23.46,110.16386817541263,10.852013493971238,1.5988548220033656,0.1331234020914655,0.0147478,35343.68,0
compo_464,grad25-NbTiZrCr mesure 12,11.44,22.97,14.44,17.94,33.21,14.6,29.85,19.38,12.02,24.15,106.38105502840165,10.580106304111565,2.6250817603379244,0.17586346152496607,0.0147478,35343.68,0
